path,mse,source,completeness,title,width,height,aspect_ratio,is_grayscale,jpeg_quality,mean_saturation,dynamic_range
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-20.jpg,0.5248652696609497,tzigara,0.0,,400.0,495.0,0.8081,0.0,65.0,29.45,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-20.jpg,0.5861058235168457,tzigara,0.0,,400.0,491.0,0.8147,0.0,65.0,0.23,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-32.jpg,0.7302228212356567,tzigara,0.0,,249.0,500.0,0.498,0.0,64.0,2.13,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-42.jpg,0.7493438720703125,tzigara,0.0,,358.0,500.0,0.716,0.0,66.0,2.24,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-1.jpg,0.7173721194267273,tzigara,0.0,,400.0,309.0,1.2945,0.0,66.0,72.08,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-2.jpg,1.6871118545532229,tzigara,0.0,,400.0,395.0,1.0127,0.0,61.0,0.14,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-75.jpg,0.7312067151069641,tzigara,0.0,,400.0,282.0,1.4184,0.0,69.0,1.03,243.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-28.jpg,1.1386696100234983,tzigara,0.0,,400.0,279.0,1.4337,0.0,64.0,1.23,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-41.jpg,1.0600180625915527,tzigara,0.0,,400.0,275.0,1.4545,0.0,64.0,60.84,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-114.jpg,0.5543698072433472,tzigara,0.0,,380.0,500.0,0.76,0.0,70.0,79.83,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-75.jpg,0.4564163088798523,tzigara,0.0,,400.0,256.0,1.5625,0.0,59.0,84.67,228.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/11-92.jpg,0.7216089367866516,tzigara,0.0,,383.0,500.0,0.766,0.0,66.0,2.52,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-45.jpg,0.6305065155029297,tzigara,0.0,,400.0,325.0,1.2308,0.0,59.0,38.18,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-8.jpg,0.380256175994873,tzigara,0.0,,400.0,408.0,0.9804,0.0,67.0,38.43,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-93.jpg,0.8821134567260742,tzigara,0.0,,400.0,241.0,1.6598,0.0,56.0,20.43,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-82.jpg,0.4567388296127319,tzigara,0.0,,400.0,495.0,0.8081,0.0,67.0,1.84,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-33.jpg,0.606916069984436,tzigara,0.0,,400.0,430.0,0.9302,0.0,65.0,13.95,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-25.jpg,0.4500060081481933,tzigara,0.0,,400.0,276.0,1.4493,0.0,66.0,17.35,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-20.jpg,0.5861473679542542,tzigara,0.0,,400.0,345.0,1.1594,0.0,57.0,37.28,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-104.jpg,1.1040998697280884,tzigara,0.0,,352.0,500.0,0.704,0.0,64.0,2.67,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-27.jpg,0.7697903513908386,tzigara,0.0,,392.0,500.0,0.784,0.0,64.0,27.7,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-80.jpg,1.0541222095489502,tzigara,0.0,,400.0,254.0,1.5748,0.0,61.0,10.13,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-96.jpg,0.3951529562473297,tzigara,0.0,,374.0,500.0,0.748,0.0,65.0,19.86,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-80.jpg,1.0068352222442627,tzigara,0.0,,400.0,454.0,0.8811,0.0,65.0,62.1,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-54.jpg,0.806511402130127,tzigara,0.0,,400.0,272.0,1.4706,0.0,68.0,37.35,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-29.jpg,0.9269148707389832,tzigara,0.0,,400.0,310.0,1.2903,0.0,62.0,77.48,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-49.jpg,0.6876688003540039,tzigara,0.0,,400.0,299.0,1.3378,0.0,63.0,1.35,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-7.jpg,0.8202212452888489,tzigara,0.0,,400.0,490.0,0.8163,0.0,66.0,9.69,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99240.jpg,0.2549597322940826,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,56.06,235.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99250.jpg,0.647994339466095,europeana,0.2,,224.0,224.0,1.0,0.0,61.0,124.09,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2167.jpg,0.4988971054553985,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,149.31,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99249.jpg,0.4557427167892456,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,105.62,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99239.jpg,0.2621160447597503,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,61.45,231.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99253.jpg,0.6652529835700989,europeana,0.2,,224.0,224.0,1.0,0.0,62.0,113.33,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99219.jpg,0.3313138782978058,europeana,0.2,,224.0,224.0,1.0,0.0,68.0,63.79,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_3c024986_d568_4bed_b0a4_034332100f19.jpg,0.1808716207742691,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,61.62,219.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99227.jpg,0.5599037408828735,europeana,0.2,,224.0,224.0,1.0,0.0,67.0,63.24,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99228.jpg,0.3585191965103149,europeana,0.4,,224.0,224.0,1.0,0.0,67.0,63.26,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2166.jpg,0.6688706874847412,europeana,0.4,,224.0,224.0,1.0,0.0,65.0,135.1,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99220.jpg,1.2919780015945437,europeana,0.2,,224.0,224.0,1.0,0.0,62.0,98.57,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99210.jpg,0.6957850456237793,europeana,0.2,,224.0,224.0,1.0,0.0,62.0,117.61,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048047_Clasate_12aa7de1bf0e4f9592f3a390b977a9e2.jpg,0.374808520078659,europeana,0.4,,224.0,224.0,1.0,0.0,61.0,103.08,223.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99216.jpg,0.8666425943374634,europeana,0.4,,224.0,224.0,1.0,0.0,62.0,139.93,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99233.jpg,0.165675014257431,europeana,0.2,,224.0,224.0,1.0,0.0,67.0,47.12,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99215.jpg,0.853740394115448,europeana,0.4,,224.0,224.0,1.0,0.0,65.0,49.88,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99212.jpg,0.9087634086608888,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,109.9,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2006.jpg,0.6688905954360962,europeana,0.2,,224.0,224.0,1.0,0.0,66.0,61.74,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_4b423844_6631_4876_8073_328bf18cf963.jpg,0.3901416361331939,europeana,0.2,,224.0,224.0,1.0,0.0,61.0,134.63,201.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99248.jpg,0.5948497653007507,europeana,0.2,,224.0,224.0,1.0,0.0,62.0,115.68,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99254.jpg,0.4682300090789795,europeana,0.2,,224.0,224.0,1.0,0.0,60.0,105.82,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048047_Clasate_e22817b41456439cb12bb053eb2a1c9a.jpg,0.327898770570755,europeana,0.2,,224.0,224.0,1.0,0.0,61.0,94.25,222.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2024903_photography_ProvidedCHO_KU_Leuven_9992113379301488.jpg,1.1873650550842283,europeana,0.4,,224.0,224.0,1.0,0.0,68.0,71.73,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_1190_INP_postcards_11700.jpg,1.1710286140441897,europeana,0.4,,224.0,224.0,1.0,0.0,58.0,92.85,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2024904_https___www_topfoto_co_uk_asset_3024551.jpg,0.6352327466011047,europeana,0.4,,224.0,224.0,1.0,0.0,63.0,26.57,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99214.jpg,0.4200854003429413,europeana,0.4,,224.0,224.0,1.0,0.0,61.0,117.18,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_440_item_W4TZNA5KNLJVXYLXW6OPOSYR2LAPU675.jpg,0.8980714678764343,europeana,0.2,,224.0,224.0,1.0,0.0,62.0,62.64,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048047_Clasate_742e2df65faa473b992be1b589ca4547.jpg,0.7275998592376709,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,108.42,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048047_Clasate_b01a784bb6244491876e59a979b5b943.jpg,0.4596703946590423,europeana,0.4,,224.0,224.0,1.0,0.0,60.0,79.77,234.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2160.jpg,1.0642045736312866,europeana,0.2,,224.0,224.0,1.0,0.0,62.0,71.47,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_1472f9a7_acd9_11d9_ae7e_0050fccf2e52.jpg,0.6130901575088501,europeana,0.2,,224.0,224.0,1.0,0.0,68.0,85.0,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_1190_INP_postcards_2194.jpg,1.1056455373764038,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,109.87,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99234.jpg,0.3629786670207977,europeana,0.2,,224.0,224.0,1.0,0.0,66.0,63.39,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_3dd4f59f_9a7b_4d60_b5ab_05b7e286337d.jpg,0.0735938027501106,europeana,0.2,,224.0,224.0,1.0,0.0,60.0,77.58,160.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99223.jpg,0.3474761843681335,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,99.7,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048047_Clasate_d307fa98a57b4a49b78da532da75093f.jpg,0.9106889367103576,europeana,0.4,,224.0,224.0,1.0,0.0,60.0,95.62,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99225.jpg,0.3276872932910919,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,89.16,236.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_c70d8180_9470_4fe1_9140_ba722a510b85.jpg,0.6444981098175049,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,110.1,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2095.jpg,0.7188249230384827,europeana,0.4,,224.0,224.0,1.0,0.0,62.0,80.86,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_1190_INP_postcards_1074.jpg,0.760395884513855,europeana,0.6,,224.0,224.0,1.0,0.0,63.0,87.72,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2097.jpg,0.7090840339660645,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,68.24,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_1472f9a9_acd9_11d9_ae7e_0050fccf2e52.jpg,0.5203445553779602,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,87.86,232.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99217.jpg,1.0385446548461914,europeana,0.2,,224.0,224.0,1.0,0.0,59.0,124.35,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048128_186596.jpg,0.2960714697837829,europeana,0.2,,224.0,224.0,1.0,0.0,61.0,71.27,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_1190_INP_postcards_3344.jpg,0.7531938552856445,europeana,0.4,,224.0,224.0,1.0,0.0,62.0,103.29,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99242.jpg,0.173087939620018,europeana,0.2,,224.0,224.0,1.0,0.0,68.0,62.74,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99256.jpg,0.8547395467758179,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,103.61,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2024904_https___www_topfoto_co_uk_asset_3026846.jpg,0.5439136624336243,europeana,0.6,,224.0,224.0,1.0,0.0,64.0,42.78,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_1472fa08_acd9_11d9_ae7e_0050fccf2e52.jpg,0.4902092516422272,europeana,0.2,,224.0,224.0,1.0,0.0,63.0,80.0,222.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99231.jpg,0.2672223150730133,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,73.41,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99241.jpg,0.2838014662265777,europeana,0.2,,224.0,224.0,1.0,0.0,63.0,59.82,235.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_70d9506a_e32e_4b12_ac0f_cc97897f8363.jpg,0.2225130200386047,europeana,0.4,,224.0,224.0,1.0,0.0,61.0,90.09,245.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99222.jpg,0.1555747240781784,europeana,0.2,,224.0,224.0,1.0,0.0,66.0,57.89,190.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99230.jpg,0.7068830132484436,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,93.45,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_1190_INP_postcards_3358.jpg,0.6408317685127258,europeana,0.4,,224.0,224.0,1.0,0.0,61.0,96.52,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2217.jpg,0.344481348991394,europeana,0.2,,224.0,224.0,1.0,0.0,61.0,80.8,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2214.jpg,0.6226965188980103,europeana,0.2,,224.0,224.0,1.0,0.0,63.0,67.41,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99213.jpg,1.0677199363708496,europeana,0.2,,224.0,224.0,1.0,0.0,61.0,160.97,237.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_9f7d89c8_7468_4df5_8cab_b83c53b4e8ad.jpg,0.3843627274036407,europeana,0.2,,224.0,224.0,1.0,0.0,65.0,73.99,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99238.jpg,0.2382092624902725,europeana,0.2,,224.0,224.0,1.0,0.0,69.0,61.89,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_437_item_CBATDEAZMHMG6KC6KDWRORXFEBCH4FLF.jpg,0.5702439546585083,europeana,0.2,,224.0,224.0,1.0,0.0,63.0,87.46,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99257.jpg,0.505189836025238,europeana,0.2,,224.0,224.0,1.0,0.0,68.0,96.58,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99218.jpg,0.3749468326568603,europeana,0.2,,224.0,224.0,1.0,0.0,67.0,56.51,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99229.jpg,0.5252289175987244,europeana,0.4,,224.0,224.0,1.0,0.0,65.0,123.47,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99211.jpg,0.8846538066864014,europeana,0.2,,224.0,224.0,1.0,0.0,61.0,130.51,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__2157.jpg,0.5517929196357727,europeana,0.2,,224.0,224.0,1.0,0.0,66.0,80.44,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048047_Clasate_08c649d6ebcb479d8ed5ade93299cf34.jpg,0.3113672733306885,europeana,0.2,,224.0,224.0,1.0,0.0,64.0,71.78,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_22__99232.jpg,0.1596322804689407,europeana,0.2,,224.0,224.0,1.0,0.0,67.0,49.8,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2024904_https___www_topfoto_co_uk_asset_3024561.jpg,0.8481330275535583,europeana,0.6,,224.0,224.0,1.0,0.0,61.0,44.07,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_951_Culturalia_272be1e3_dfb9_49d9_8d88_8b03d9c2aaf9.jpg,0.7101026177406311,europeana,0.2,,224.0,224.0,1.0,0.0,63.0,70.93,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/europeana/images/_2048047_Clasate_908d6e3218f74a21bb0e697eec5088a8.jpg,0.5281274318695068,europeana,0.4,,224.0,224.0,1.0,0.0,63.0,67.87,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Boekarest_-_verschillende_gebouwen.jpg,1.1556792259216309,wikimedia,0.4,Boekarest - verschillende gebouwen.jpg,343.0,512.0,0.6699,0.0,60.0,84.64,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20140816_București_190.jpg,0.4623093903064728,wikimedia,0.4,20140816 București 190.jpg,500.0,375.0,1.3333,0.0,63.0,100.41,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Arhitektura_rumunjskog_glavnog_grada.jpg,0.7065409421920776,wikimedia,0.4,Arhitektura rumunjskog glavnog grada.jpg,500.0,667.0,0.7496,0.0,63.0,96.57,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_10_Strada_Covaci.jpg,0.6767986416816711,wikimedia,0.4,Bucharest - 10 Strada Covaci.jpg,500.0,750.0,0.6667,0.0,64.0,89.13,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_AleeaAlexandruNr5.JPG,0.809366762638092,wikimedia,0.4,AleeaAlexandruNr5.JPG,500.0,667.0,0.7496,0.0,67.0,79.25,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_1timpuri-noivechi.webp,0.9497314095497132,wikimedia,0.4,1timpuri-noivechi.webp,500.0,377.0,1.3263,0.0,61.0,48.66,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest2508.JPG,0.672671377658844,wikimedia,0.4,Bucarest2508.JPG,500.0,375.0,1.3333,0.0,67.0,107.02,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Arhitektura_rumunjskoga_glavnog_grada.jpg,0.5229244232177734,wikimedia,0.4,Arhitektura rumunjskoga glavnog grada.jpg,500.0,667.0,0.7496,0.0,64.0,85.48,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20140702_Bucureşti_126.jpg,0.4722460210323334,wikimedia,0.4,20140702 Bucureşti 126.jpg,500.0,375.0,1.3333,0.0,67.0,96.04,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20140817_București_055.jpg,0.6264767646789551,wikimedia,0.4,20140817 București 055.jpg,500.0,375.0,1.3333,0.0,65.0,89.09,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_Dâmbovița.jpg,1.280018925666809,wikimedia,0.4,Bucharest - Dâmbovița.jpg,500.0,333.0,1.5015,0.0,64.0,130.47,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Arhitektura_rumunjske_metropole.jpg,0.5886248350143433,wikimedia,0.4,Arhitektura rumunjske metropole.jpg,500.0,375.0,1.3333,0.0,65.0,95.24,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_2017_Academia_oamenilor_de_stiinta.jpg,1.1543890237808228,wikimedia,0.4,2017 Academia oamenilor de stiinta.jpg,500.0,281.0,1.7794,0.0,64.0,60.02,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_AleeaAlexandruNr40.JPG,0.6527403593063354,wikimedia,0.4,AleeaAlexandruNr40.JPG,500.0,375.0,1.3333,0.0,68.0,85.6,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest2506.jpg,0.6804408431053162,wikimedia,0.4,Bucarest2506.jpg,500.0,667.0,0.7496,0.0,66.0,123.01,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_132_Strada_Vasile_Lascăr.jpg,0.7503198385238647,wikimedia,0.4,Bucharest - 132 Strada Vasile Lascăr.jpg,500.0,333.0,1.5015,0.0,66.0,115.88,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_looking_west_into_Strada_Luminei_across_Strada_Vasile_Lascăr.jpg,0.7219368815422058,wikimedia,0.4,Bucharest - looking west into Strada Luminei across Strada Vasile Lascăr.jpg,224.0,224.0,1.0,0.0,66.0,81.75,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bd._Iancu_de_Hunedoara_-_Metropolis_Center.jpg,1.752654790878296,wikimedia,0.4,Bd. Iancu de Hunedoara - Metropolis Center.jpg,500.0,312.0,1.6026,0.0,63.0,147.4,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_20140816_București_154.jpg,0.4276434481143951,wikimedia,0.4,20140816 București 154.jpg,500.0,284.0,1.7606,0.0,66.0,102.03,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucarest2593.JPG,0.4321731626987457,wikimedia,0.4,Bucarest2593.JPG,500.0,375.0,1.3333,0.0,66.0,101.56,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_7_-_panoramio_-_eug.sim_(1).jpg,0.8445672392845154,wikimedia,0.4,7 - panoramio - eug.sim (1).jpg,500.0,375.0,1.3333,0.0,62.0,85.75,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_(8272279711).jpg,0.6358477473258972,wikimedia,0.4,Bucharest (8272279711).jpg,500.0,333.0,1.5015,0.0,63.0,106.92,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Bucharest_-_buildings.jpg,1.0921247005462646,wikimedia,0.4,Bucharest - buildings.jpg,500.0,254.0,1.9685,0.0,63.0,112.85,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/wikimedia/images/File_Aleea_Suter_(14716906225).jpg,0.6244115233421326,wikimedia,0.4,Aleea Suter (14716906225).jpg,500.0,281.0,1.7794,0.0,64.0,86.38,255.0
